"","x"
"1",719.244835737343
"2",448.450336912107
"3",226.599738000574
"4",407.533485849473
"5",380.973429018824
"6",301.179832707297
"7",531.587453486743
"8",437.704831747124
"9",617.504550096995
"10",746.458757034969
"11",564.398429372909
"12",801.100732138207
"13",375.027444352456
"14",628.456737273888
"15",311.373214056623
"16",442.815095312373
"17",317.547067424363
"18",299.28007108971
"19",562.505449824677
"20",403.26455134361
"21",426.462529921723
"22",545.233564332663
"23",290.212160175342
"24",366.931072254995
"25",210.9216100652
"26",665.513906098995
"27",459.673461861355
"28",403.499632752693
"29",798.024567778173
"30",304.949935188481
"31",547.838745916275
"32",275.654834065843
"33",435.15984476256
"34",244.353306698928
"35",666.071524043332
"36",608.929680723121
"37",249.49921175641
"38",280.557588976184
"39",596.341390374729
"40",386.212957770575
"41",451.739839526511
"42",413.413352138611
"43",593.724586103771
"44",466.75107435874
"45",450.306844942626
"46",744.863403835955
"47",559.789273162137
"48",491.563820034218
"49",375.860868746117
"50",391.100624930664
"51",677.651356351911
"52",275.514529169234
"53",627.826182355712
"54",406.591170161823
"55",434.265605859192
"56",683.560044163473
"57",551.432701561112
"58",424.562771422279
"59",325.547255845473
"60",478.902576668533
"61",702.330587491551
"62",312.885761056672
"63",590.400540089567
"64",283.750502181233
"65",237.672734000679
"66",425.020447229714
"67",572.600898605563
"68",460.933124217037
"69",521.319112928842
"70",296.76066356435
"71",631.241690666734
"72",415.571373441118
"73",721.497895068356
"74",602.121607781518
"75",335.476840644979
"76",446.578089548242
"77",294.90020552971
"78",333.539144421422
"79",596.177774231413
"80",510.281816030795
"81",415.744028996528
"82",392.384840750011
"83",641.73948486823
"84",648.394542899838
"85",458.421586967377
"86",569.879763329917
"87",458.305256117884
"88",412.992581568252
"89",512.016167035037
"90",562.964904673823
"91",521.942934771285
"92",841.584684152307
"93",229.161395924225
"94",1049.47863823986
"95",247.825626770755
"96",466.75833259899
"97",269.100474562109
"98",813.928574395826
"99",658.746114535708
"100",126.147113232918
"101",658.797581725719
"102",517.431466419714
"103",594.297458740629
"104",324.223819661595
"105",328.084670118566
"106",747.699070343795
"107",511.81479147076
"108",319.291430658833
"109",439.500184028009
"110",443.738246500317
"111",253.920222603571
"112",419.113811168975
"113",471.035618482191
"114",449.168880857577
"115",289.422565206069
"116",645.003215832186
"117",417.729296629718
"118",268.805771900648
"119",603.610090364884
"120",493.857390864459
"121",454.108617076395
"122",588.198198783813
"123",373.67315630477
"124",772.652165259694
"125",423.767380555375
"126",283.087357297716
"127",368.777797696114
"128",546.990616675604
"129",567.813649232289
"130",608.933721405689
"131",585.231779763009
"132",411.457577949629
"133",489.506830347828
"134",374.141579852989
"135",458.015692469156
"136",398.972969669276
"137",379.130472625396
"138",550.146660146254
"139",496.978734895127
"140",194.520528421934
"141",408.522089866748
"142",413.070262057451
"143",439.212484289783
"144",701.614766770213
"145",329.465322050842
"146",498.468295862485
"147",339.357209972399
"148",682.099233227791
"149",540.194589682444
"150",218.003462542411
"151",623.507681575301
"152",552.44889061748
"153",386.247149365612
"154",428.493886756324
"155",285.723700016717
"156",385.354337502927
"157",516.130602652257
"158",444.398033346625
"159",308.86042312597
"160",327.38872248148
"161",470.877932202153
"162",333.626126967874
"163",614.92080043608
"164",556.581641668174
"165",702.775035277612
"166",368.071840903238
"167",356.717707746453
"168",369.397582778677
"169",427.127597864983
"170",281.011239036196
"171",405.920428912208
"172",366.037584848394
"173",267.909822285415
"174",371.563797354324
"175",139.570080203157
"176",632.36493517703
"177",529.312634719921
"178",540.4083302486
"179",613.767341748577
"180",463.211220267382
"181",413.952144167333
"182",485.032912314107
"183",619.126323380499
"184",222.28075518518
"185",877.020590473237
"186",229.919431918735
"187",509.492005611285
"188",415.341507831591
"189",403.541698033434
"190",364.660974824254
"191",479.324459797204
"192",282.801858976934
"193",381.504021652165
"194",412.357829322667
"195",466.030110762224
"196",512.873683358929
"197",426.15338016516
"198",349.222465706544
"199",426.383870349296
"200",499.650724735371
"201",634.900157672865
