"","x"
"1",311.384444497752
"2",366.63109540588
"3",244.949466576783
"4",320.653218233197
"5",258.447727127726
"6",247.603267561828
"7",398.865809326882
"8",304.203159877712
"9",372.541734356585
"10",335.058185454368
"11",373.353003588321
"12",398.501078954041
"13",426.367594896307
"14",290.114862425616
"15",349.140263896826
"16",312.267835310138
"17",311.156354457052
"18",170.490837674184
"19",217.047305097144
"20",282.724695003337
"21",431.957234690466
"22",467.948350960672
"23",246.112597126682
"24",232.729626123751
"25",170.335309528725
"26",543.907159298979
"27",279.47209837131
"28",198.133313334721
"29",468.188121104026
"30",237.880056868834
"31",464.075876994384
"32",413.416355659369
"33",255.796762352478
"34",237.402850156284
"35",279.78555267242
"36",430.248983089732
"37",302.98775745778
"38",253.07205372802
"39",347.331726745433
"40",246.052942034299
"41",288.202019066291
"42",403.930736741703
"43",388.285719542133
"44",447.342173006008
"45",340.630276541965
"46",428.173685575582
"47",359.342305875482
"48",363.120965395594
"49",421.502494123229
"50",244.87063583117
"51",541.631177622823
"52",229.554102399065
"53",402.409499475602
"54",213.242392250652
"55",382.840527710734
"56",355.744681314832
"57",402.756764723593
"58",292.299125394078
"59",216.571192476309
"60",280.40694407539
"61",384.282212157243
"62",189.168739958195
"63",382.910134798222
"64",211.132565830882
"65",117.539058155173
"66",318.647033797727
"67",359.418818910956
"68",460.437390378556
"69",408.323794429503
"70",238.005789068876
"71",392.225410562666
"72",298.188305362014
"73",336.588727107855
"74",281.350957860819
"75",175.060342674408
"76",348.811184324649
"77",164.373114027723
"78",223.814373736547
"79",231.025379757581
"80",327.864062854418
"81",442.312947309823
"82",213.781009622329
"83",359.898451454004
"84",328.8636704116
"85",379.968397813167
"86",208.92491007813
"87",368.554833233532
"88",286.771896146854
"89",354.496397345011
"90",429.744636599869
"91",439.042005135004
"92",419.546505464324
"93",390.73098348049
"94",582.477605933425
"95",192.855755996421
"96",368.070642844318
"97",264.397893124422
"98",335.796584675398
"99",497.46251177757
"100",196.090097004744
"101",466.248780483742
"102",279.194177504725
"103",495.652852470171
"104",367.302183098241
"105",250.739241342566
"106",418.424881661269
"107",189.227358745999
"108",260.17818652792
"109",296.17656457947
"110",392.040241914688
"111",212.142979070593
"112",320.210112958529
"113",383.533494290197
"114",374.069847615971
"115",255.155545991837
"116",329.377785047773
"117",239.926913014806
"118",164.452201366347
"119",341.954573202302
"120",339.106277139935
"121",455.406926789918
"122",323.344554682493
"123",352.614389704306
"124",510.58775387818
"125",255.718170890492
"126",245.945495252623
"127",205.237355712372
"128",389.744362700287
"129",304.648804986959
"130",391.738716490444
"131",436.291099731494
"132",189.280316978418
"133",296.073807355855
"134",218.818389631448
"135",259.973948793757
"136",207.459505550367
"137",242.434431225493
"138",325.148257115273
"139",468.281498386655
"140",316.978394517712
"141",216.733125896907
"142",362.507053093945
"143",411.02438410476
"144",464.129519298878
"145",252.922695505703
"146",294.804245545279
"147",392.866951622773
"148",438.936856859689
"149",363.6740018357
"150",199.233031008166
"151",400.055208344309
"152",286.517070262618
"153",290.018503167943
"154",318.89535346863
"155",171.454236526564
"156",305.250637647343
"157",376.371852600921
"158",277.590999513823
"159",243.017746979939
"160",340.600228182118
"161",345.257208853021
"162",338.952119415287
"163",373.256957862523
"164",285.63397172095
"165",541.654352015305
"166",392.804976020061
"167",377.661160413156
"168",353.320018225667
"169",383.664843362283
"170",167.128188295364
"171",282.40892237038
"172",255.041549722959
"173",289.522274710409
"174",279.827166220187
"175",305.878891005981
"176",296.686133249064
"177",308.603548987378
"178",225.467228183212
"179",398.910805752056
"180",424.033635477306
"181",397.60553654317
"182",286.078287573676
"183",393.316048366179
"184",314.739493641345
"185",543.825327674855
"186",200.472214943852
"187",383.639523359226
"188",270.178435964096
"189",375.428083149912
"190",341.128646952014
"191",330.370480361036
"192",282.8931503581
"193",241.610499980738
"194",305.208888727291
"195",359.747801863786
"196",301.495048306145
"197",315.656050864682
"198",266.855346049857
"199",321.759857782111
"200",458.829340233607
"201",346.635306455747
"202",363.367545626875
"203",274.792420416919
"204",386.600101131498
"205",235.817143440411
"206",224.744635647407
"207",215.294721766455
"208",284.278996906914
"209",252.791852948227
"210",294.32990089972
"211",204.416733081638
"212",405.597063281929
"213",350.758574885764
"214",433.777557977132
"215",246.706887709169
"216",276.086949298826
"217",222.017577574425
"218",455.32637252464
"219",480.178648167668
"220",200.456543110228
"221",392.383432812926
"222",450.92017435781
"223",287.740451541108
"224",535.576165351683
"225",272.227511836269
"226",422.202106743584
"227",408.945205900838
"228",243.776784518933
"229",478.570768005932
"230",229.561186045462
"231",268.582205661052
"232",373.296390475964
"233",274.096105822125
"234",392.297150457366
"235",539.399286581227
"236",327.003499638247
"237",353.548671194671
"238",287.272843085969
"239",357.224161041216
"240",228.722224002593
"241",388.379821665651
"242",441.699141746504
"243",229.057552066103
"244",292.902588615385
"245",241.520136630791
"246",399.79127517725
"247",261.274403824282
"248",447.23244961662
"249",315.421355561036
"250",372.030493557204
"251",458.433034471473
"252",249.591325352357
"253",283.257222205231
"254",200.811959345725
"255",366.647578223194
"256",205.634092815387
"257",452.014163289067
"258",302.305345654021
"259",367.990423392513
"260",317.791983319233
"261",314.041315739047
"262",273.853608342992
"263",427.527345088272
"264",467.72279231009
"265",253.978659455709
"266",155.317052379579
"267",208.586593327476
"268",363.800473789291
"269",328.89318205239
"270",361.837743769112
"271",390.745885943512
"272",302.106810780024
"273",227.691157778603
"274",246.041276714765
"275",312.39512934364
"276",366.696373186482
"277",319.006260250711
"278",234.313371871667
"279",392.53638921472
"280",253.403222031566
"281",555.804607171619
"282",437.848734341483
"283",273.603632305996
"284",319.573174639774
"285",451.908290987825
"286",421.844237352969
"287",402.386554551866
"288",313.576878289339
"289",218.024786270353
"290",239.833371676961
"291",375.476304919933
"292",497.46484795593
"293",179.822697769223
"294",128.277263216294
"295",296.742439863962
"296",316.969982669673
"297",264.957069576776
"298",304.318737328632
"299",391.359093434705
"300",284.300754214632
"301",278.019543563939
"302",330.238848314689
"303",255.517652666876
"304",414.305884452156
"305",344.252997033932
"306",378.254389651732
"307",359.646081887705
"308",219.595471581947
"309",287.087844997476
"310",350.00296162584
"311",386.937214780996
"312",580.197813570407
"313",173.150209192904
"314",287.361199321011
"315",393.79521241697
"316",339.486248473387
"317",397.564804807494
"318",360.491366168798
"319",500.439667302968
"320",442.270010728008
"321",331.342455765106
"322",341.095263841988
"323",467.486873492786
"324",195.681161982631
"325",417.293754694854
"326",336.415379855153
"327",437.687431403501
"328",449.126864690334
"329",291.116984232184
"330",364.344000257555
"331",248.672122904567
"332",413.11817763115
"333",309.377972830801
"334",222.303120897613
"335",841.604837272187
"336",405.627603728676
"337",246.743828956974
"338",225.682862931457
"339",333.723534833546
"340",312.39294604215
"341",322.62652564552
"342",428.373645675248
"343",300.127602027236
"344",411.394772208289
"345",332.668476304743
"346",348.400874297508
"347",274.950546137427
"348",293.11448040176
"349",304.036116384275
"350",267.79644516736
"351",284.402710218835
"352",228.003915833136
"353",200.966585900293
"354",396.449550419546
"355",244.843611549583
"356",306.198483269243
"357",265.655628254394
"358",364.968274887139
"359",245.604157315985
"360",333.189310303027
"361",440.132292435068
"362",241.167086821179
"363",283.333055788438
"364",451.032425505611
"365",242.487490615781
"366",232.549714723441
"367",305.928575055648
"368",265.60658526007
"369",249.323106779143
"370",352.610229092381
"371",222.040471765174
"372",227.591233496004
"373",282.462470153209
"374",386.321643087875
"375",400.296036452124
"376",322.915906041944
"377",325.731015732915
"378",366.071393318732
"379",332.063591341355
"380",250.210018993003
"381",506.240896495139
"382",237.413647940385
"383",671.837811375129
"384",473.232555400702
"385",333.074020948165
"386",285.976094630564
"387",386.727109241594
"388",397.741275328123
"389",411.288102883792
"390",239.472301854768
"391",234.443216713618
"392",271.740647119339
"393",228.327291975152
"394",419.943468363775
"395",352.549299507029
"396",230.490570069164
"397",345.670804846172
"398",227.417657271423
"399",211.099400547324
"400",345.667232079446
"401",207.234816429094
"402",329.645716223989
"403",349.585244552414
"404",287.197164521621
"405",547.296044818423
"406",496.320163347748
"407",254.162133423032
"408",373.921387504553
"409",335.653117677846
"410",215.119620078941
"411",428.666683863166
"412",391.931688759179
"413",450.722179231906
"414",464.044795030663
"415",287.675070335433
"416",467.164338685007
"417",246.232092934822
"418",124.949132890172
"419",308.006175987403
"420",390.900265163643
"421",230.217875031727
"422",342.979512013864
"423",501.381372983541
"424",376.314059084778
"425",167.589649768291
"426",219.632269576244
"427",548.880414250532
"428",237.306181845477
"429",344.29217588982
"430",451.117246193947
"431",313.452246514056
"432",281.800801698355
"433",216.052293512821
"434",376.783666444995
"435",246.530598884524
"436",406.574730103101
"437",222.479250671489
"438",233.796133642065
"439",149.768268965449
"440",338.47270170953
"441",253.54270064975
"442",417.92393840822
"443",725.258870881452
"444",417.720365494418
"445",297.600035488487
"446",326.102484880405
"447",430.232506513849
"448",481.080704110807
"449",242.502777682867
"450",274.783441624077
"451",274.928999372868
"452",374.701377724934
"453",244.933002701311
"454",436.876178312349
"455",266.799840722457
"456",389.204038507264
"457",191.818569634218
"458",251.359097271398
"459",146.496513946815
"460",271.709952306378
"461",202.788598040431
"462",379.592768272586
"463",381.421163623551
"464",205.872569436381
"465",233.968613188893
"466",314.773636840234
"467",144.503080279576
"468",326.86073514879
"469",167.030146962394
"470",446.198113276786
"471",184.446634077531
"472",355.494970573004
"473",248.807964436234
"474",273.761054773804
"475",185.192439045301
"476",307.839030836775
"477",218.20075127193
"478",278.797624978651
"479",208.284661601346
"480",193.928667884547
"481",442.785511305918
"482",237.180275202177
"483",303.126109325858
"484",350.391342058948
"485",257.064786232332
"486",460.761879240017
"487",199.577917983461
"488",267.466778959415
"489",429.999679463531
"490",603.136385319255
"491",303.232031543136
"492",356.405268094465
"493",330.116832484148
"494",290.90140378314
"495",131.458491565417
"496",230.24635463781
"497",261.431574386718
"498",260.267391346198
"499",331.888743925499
"500",377.845118518276
"501",263.682883441494
"502",397.307707087494
"503",285.13236827811
"504",191.672863187088
"505",316.386172045514
"506",263.907272034715
"507",358.647195478617
"508",419.032710112035
"509",185.21824717535
"510",244.192903312296
"511",201.183088453021
"512",294.426386921717
"513",358.318373960035
"514",497.246027493511
"515",384.151530931532
"516",499.923873398786
"517",458.821128168336
"518",456.509110030168
"519",248.942651781368
"520",478.677697722246
"521",352.066831062445
"522",498.316250276711
"523",334.587432405445
"524",229.319186408857
"525",245.226321671282
"526",373.754378274642
"527",292.857509939038
"528",447.356490584449
"529",347.298910311451
"530",205.800578510208
"531",368.901644795367
"532",322.033262222028
"533",227.659575319757
"534",286.02905747994
"535",157.168830159153
"536",243.342385258685
"537",316.243412685213
"538",251.247611542965
"539",303.978734221754
"540",288.109970016167
"541",464.759405282846
"542",225.154343073448
"543",325.133054764178
"544",469.526196689466
"545",287.820735480152
"546",427.907148919634
"547",374.438283358973
"548",477.736515383017
"549",178.054729283823
"550",333.865210842522
"551",259.301176603429
"552",290.289418443806
"553",387.639716963792
"554",332.299231471606
"555",251.156356148683
"556",274.347992431243
"557",402.553812814241
"558",441.819044375113
"559",257.101808784579
"560",441.343381751304
"561",190.676782583388
"562",224.841358400329
"563",246.323322097955
"564",180.658094890308
"565",240.536100563606
"566",477.217947682428
"567",339.619280677456
"568",567.245081892554
"569",421.748580346763
"570",329.192280894822
"571",365.267994632483
"572",497.943423130365
"573",389.641631745074
"574",364.128565209344
"575",264.381623721011
"576",313.936802620533
"577",287.547809620614
"578",188.037846351488
"579",250.379360949707
"580",424.154713284226
"581",342.757233886736
"582",379.823988175763
"583",326.751828346406
"584",340.748270448131
"585",488.572388292318
"586",386.483803565586
"587",315.371770358695
"588",374.173890336408
"589",243.147745727561
"590",229.297453485647
"591",379.165961380672
"592",197.720714352385
"593",274.178779638849
"594",225.994111741705
"595",431.299633793579
"596",296.117786490373
"597",319.076344130504
"598",377.059746675764
"599",331.172331934761
"600",378.805731361649
"601",353.060810540983
"602",253.001872785843
"603",364.676111918197
"604",303.267286872908
"605",363.004418998832
"606",317.790843246391
"607",353.298273703341
"608",507.199745343721
"609",194.069808961863
"610",166.675240515857
"611",328.126240740125
"612",418.091037001564
"613",286.873572663928
"614",445.360761734569
"615",257.446159062467
"616",307.952271031519
"617",480.795072416794
"618",291.724646610282
"619",245.31707640599
"620",238.754540026319
"621",357.546650767114
"622",252.823371198934
"623",454.096443597613
"624",212.271996815087
"625",305.428799811166
"626",245.077021520073
"627",475.628616286369
"628",394.971771062359
"629",274.358349462549
"630",337.948041305751
"631",398.84048827908
"632",258.418519048865
"633",346.256360091177
"634",381.437477978876
"635",197.215652615874
"636",246.179580717122
"637",495.995223151842
"638",217.030479307375
"639",312.441075254624
"640",211.723543885494
"641",543.369354725769
"642",345.276157701753
"643",378.806336160326
"644",358.884116776671
"645",351.290309609646
"646",343.127267961865
"647",382.477793455892
"648",204.125133860587
"649",328.509795271252
"650",372.334207008517
"651",344.057683866824
"652",285.403692042184
"653",348.656905149625
"654",325.122065413709
"655",430.98991540374
"656",311.428925522074
"657",336.745816176708
"658",314.112811129471
"659",490.753272582267
"660",319.734745128011
"661",391.162419861302
"662",289.969366193353
"663",195.054580532639
