"","x"
"1",517.477776779406
"2",459.675154795597
"3",152.368585860855
"4",293.346081049896
"5",304.253124459481
"6",239.447819331707
"7",331.891374891282
"8",338.743295218942
"9",216.133964357166
"10",290.48819324609
"11",340.312392096351
"12",531.351270668255
"13",291.258789319903
"14",427.768201337493
"15",249.661469215372
"16",243.052842422927
"17",282.51770979104
"18",170.065534277872
"19",317.549528539646
"20",446.578492309327
"21",398.170178461237
"22",283.324956044497
"23",114.828957765285
"24",291.216943526108
"25",79.0364703921999
"26",371.183513164746
"27",228.510765718139
"28",341.748737295339
"29",493.092993541602
"30",189.584977979071
"31",325.060499328101
"32",314.25802144702
"33",283.998750418831
"34",152.466631122565
"35",286.043071005017
"36",550.921929955722
"37",180.59980603309
"38",169.198957766801
"39",374.760248320465
"40",221.783646360241
"41",168.888687903867
"42",434.014066172795
"43",568.463455894934
"44",348.975041486623
"45",437.319073069488
"46",928.867941460867
"47",259.039543119013
"48",383.151208931101
"49",333.53861637195
"50",165.712440725511
"51",332.365148774368
"52",204.362603798654
"53",368.500747574303
"54",288.918469465848
"55",262.734168106555
"56",300.833437871847
"57",415.190114004266
"58",241.278833537168
"59",257.236973632344
"60",318.073240581211
"61",444.565703592102
"62",214.498780804886
"63",407.58925415422
"64",280.596841377294
"65",50.7212674123977
"66",336.303697553034
"67",541.291106430088
"68",485.183958610055
"69",211.834138824569
"70",137.243229086763
"71",310.913555450213
"72",226.912902204014
"73",461.650457423983
"74",424.536375557739
"75",202.03598964802
"76",355.532874739971
"77",148.462828384821
"78",366.14952081331
"79",193.248764692777
"80",231.975669700088
"81",352.256524201108
"82",87.1722617660945
"83",397.351394531308
"84",418.443137263637
"85",399.066753146206
"86",118.802387768315
"87",277.941411024848
"88",366.832247984727
"89",282.397126256583
"90",501.576985173717
"91",436.221457361833
"92",816.220283303063
"93",434.745180076356
"94",964.14426954429
"95",93.9164267441679
"96",196.393816608565
"97",188.024849311102
"98",310.631798788063
"99",471.322585524904
"100",61.7294257921642
"101",612.94776198622
"102",457.377027477978
"103",506.83063506916
"104",271.414469829714
"105",147.466054777331
"106",593.138479455915
"107",232.111874600103
"108",225.557262471234
"109",217.775331630195
"110",218.706333687958
"111",119.35349610736
"112",246.360778334379
"113",377.586178483034
"114",541.064305845746
"115",269.823754970773
"116",567.666781232937
"117",81.4660294484923
"118",178.805392138087
"119",184.6893536661
"120",357.764871049428
"121",357.434382051165
"122",387.020911961035
"123",442.210683616433
"124",588.785130456439
"125",396.667785287829
"126",126.739405838652
"127",274.543516890265
"128",382.49173073194
"129",455.165078049492
"130",308.567629484799
"131",917.71206924804
"132",281.240481714974
"133",329.291520060075
"134",287.731164830759
"135",205.856352773669
"136",246.601545108068
"137",271.205627078022
"138",424.575911293124
"139",573.954290818715
"140",251.993711238573
"141",274.061623772668
"142",280.052340701504
"143",180.165470550888
"144",353.440283485759
"145",332.488550779307
"146",286.528825902481
"147",263.143779528436
"148",551.966136732492
"149",262.692809047468
"150",116.936486585609
"151",427.68307025911
"152",281.406137673651
"153",552.054503109598
"154",250.507419242251
"155",130.36894173705
"156",267.436352410402
"157",429.610692131356
"158",218.080986161996
"159",250.295180339317
"160",265.863623773998
"161",221.516250875269
"162",246.214412651286
"163",343.8428312913
"164",297.094185689582
"165",186.905708586362
"166",386.508080953853
"167",237.000447777782
"168",313.066892615434
"169",412.29062996189
"170",219.378770293183
"171",335.053489030076
"172",449.263342858212
"173",169.587156157378
"174",211.965032033548
"175",96.3302609232498
"176",420.831099915554
"177",307.99714218766
"178",442.209884106089
"179",411.056302094653
"180",323.044328875267
"181",475.097775674351
"182",373.474262587153
"183",452.209399064274
"184",257.756756774171
"185",748.817236827752
"186",122.332973002131
"187",240.025993818477
"188",294.65408469758
"189",287.995532835305
"190",487.928752869237
"191",404.682208086212
"192",212.436535887531
"193",270.758025168735
"194",180.371041227035
"195",660.502159665304
"196",313.72331902431
"197",282.308643712264
"198",198.857821864712
"199",248.141951087784
"200",325.663112367834
"201",435.004177975878
"202",424.041877090904
"203",353.890579982625
"204",344.779491574587
"205",213.075229261979
"206",302.789386808196
"207",419.6681429298
"208",229.405561346068
"209",212.579590696409
"210",388.506205240485
"211",254.76478968669
"212",565.616195280393
"213",370.043423403158
"214",485.028014949638
"215",168.488389173815
"216",340.599216443492
"217",255.460787318662
"218",399.014254349134
"219",131.191919176022
"220",385.282574911738
"221",416.97374893453
"222",458.506038369334
"223",174.547333742744
"224",472.519773065291
"225",179.67497282921
"226",731.280167551328
"227",451.325660549008
"228",132.863667722604
"229",537.80835143902
"230",326.184642957944
"231",261.80480946638
"232",238.742104081816
"233",307.662206205427
"234",416.944978304941
"235",600.260937241728
"236",206.856006725443
"237",458.413348795637
"238",303.688933693584
"239",253.681236130261
"240",338.290551030048
"241",218.611355166666
"242",558.880667726963
"243",206.477418801817
"244",331.204982228949
"245",233.682044144577
"246",501.327342919228
"247",270.428990506968
"248",247.753640315047
"249",491.558155015523
"250",394.376270856384
"251",186.288597556252
"252",200.796493257979
"253",70.7229444270235
"254",100.507137004448
"255",486.046705145832
"256",211.283818227782
"257",480.272409198285
"258",390.943959961168
"259",772.490103786572
"260",267.881178724231
"261",437.48187391995
"262",347.013852894742
"263",211.473125391133
"264",582.923391954592
"265",102.852362785802
"266",181.590525401742
"267",153.339795952472
"268",468.943038254639
"269",429.732657983256
"270",311.395705643626
"271",516.816207399531
"272",317.6430945946
"273",154.680496156581
"274",165.880280082685
"275",342.292422337635
"276",707.177111180735
"277",139.475966768709
"278",213.150056151765
"279",529.305486633111
"280",285.622828504116
"281",692.895827662716
"282",406.13434355427
"283",300.842913816303
"284",264.696513756756
"285",409.14212760766
"286",360.716036586293
"287",288.197879004985
"288",100.071353376159
"289",148.414634096028
"290",205.933807625116
"291",307.064648535602
"292",472.438230702258
"293",138.218452801355
"294",161.79693353523
"295",386.501158871178
"296",317.072716163332
"297",175.207212402395
"298",347.567544403333
"299",285.708122672867
"300",337.418132821293
"301",199.656341909534
"302",233.762413504179
"303",268.007785681238
"304",322.681119898597
"305",246.544287999199
"306",546.865665708917
"307",221.508988612066
"308",259.895327697064
"309",338.554034190966
